blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,blueBaron,blueFirstBaron,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,redBaron,redFirstBaron,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon,blueChamps0,blueChamps1,blueChamps2,blueChamps3,blueChamps4,redChamps0,redChamps1,redChamps2,redChamps3,redChamps4
1,8365,2155,20,4.0,100,19,0,3,4,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8818,4273,21,4.2,102,16,1,4,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,76,133,111,4,236,84,64,89,235
1,7371,1411,19,3.8,88,20,0,1,6,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9606,2351,19,3.8,85,24,1,6,1,9,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,432,104,61,51,119,3,412,5,24
1,8121,2661,20,4.0,89,29,1,3,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7041,1166,19,3.8,77,23,0,1,3,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,40,876,24,81,22,120,555,38,8
1,7566,4091,21,4.2,111,31,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7077,3027,20,4.0,90,28,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,76,84,22,875,55,64,44,164,429
1,7741,1616,21,4.2,79,20,1,3,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7686,3036,20,4.0,108,24,0,1,3,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,517,29,497,64,69,875,202,133
0,6238,3188,19,3.8,58,16,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8686,5486,23,4.6,88,39,1,4,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,84,37,360,104,81,53,74,15,56
1,18374,3504,35,7.0,47,0,1,9,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18704,3934,35,7.0,46,0,0,11,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,54,555,4,111,113,22,122,236,53
1,8633,4133,22,4.4,100,36,0,3,2,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8063,1868,22,4.4,87,20,1,2,3,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,497,876,114,39,40,84,119,164,28
1,8323,3288,21,4.2,87,23,1,3,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7202,2377,19,3.8,91,24,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,164,104,7,22,421,69,84,236,267
0,7646,2006,20,4.0,79,29,0,2,5,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8757,1477,20,4.0,81,12,1,5,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,360,3,126,235,875,119,44,20,107
