blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,blueBaron,blueFirstBaron,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,redBaron,redFirstBaron,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon,blueChamps0,blueChamps1,blueChamps2,blueChamps3,blueChamps4,redChamps0,redChamps1,redChamps2,redChamps3,redChamps4
1,40010,3125,55,11.0,432,105,0,26,15,33,85,15,1,0,1,4,1,2,1,0,0,1,1,0,0,30033,853,48,9.6,423,79,1,15,26,19,44,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,22,76,133,111,4,236,84,64,89,235
1,41271,3256,59,11.8,536,136,0,16,24,27,112,18,0,0,0,2,1,1,0,0,0,0,2,0,0,48105,4894,63,12.6,554,146,1,24,16,41,115,19,1,0,3,3,1,1,1,0,1,3,0,1,1,0,0,0,0,0,1,1,0,1,0,54,432,104,61,51,119,3,412,5,24
1,36454,9526,56,11.2,466,135,1,14,11,18,40,13,1,1,2,6,5,0,1,1,1,1,2,0,0,31156,1673,53,10.6,472,91,0,11,14,10,38,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,517,40,876,24,81,22,120,555,38,8
1,43502,2302,63,12.6,516,183,1,22,10,47,83,25,0,0,0,4,2,0,2,0,0,2,1,0,0,36025,1462,56,11.2,491,111,0,10,22,27,66,18,1,0,1,2,0,2,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,201,76,84,22,875,55,64,44,164,429
1,41720,1648,61,12.2,567,116,1,21,20,29,54,39,0,0,0,1,1,0,0,0,1,2,1,0,0,42942,2758,60,12.0,574,136,0,20,21,37,86,21,1,0,3,3,0,1,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,58,5,517,29,497,64,69,875,202,133
0,39590,1495,60,12.0,442,108,0,21,34,13,46,17,0,0,0,1,0,1,0,0,0,0,1,0,0,47137,4003,67,13.4,461,115,1,34,21,51,47,12,1,0,3,5,2,1,2,0,1,3,1,1,1,0,0,0,0,0,1,1,0,1,0,157,84,37,360,104,81,53,74,15,56
1,57490,5940,79,15.8,192,0,1,43,34,106,0,0,1,1,2,3,3,0,0,2,0,0,0,0,0,50902,52,73,14.6,182,0,0,34,43,90,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,54,555,4,111,113,22,122,236,53
1,46052,3158,63,12.6,625,148,0,20,17,26,58,29,1,0,2,4,2,0,2,0,1,2,2,0,0,39792,3359,60,12.0,493,135,1,17,20,27,63,15,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,29,497,876,114,39,40,84,119,164,28
1,36180,812,52,10.4,379,103,1,25,10,26,38,10,1,0,1,4,1,1,2,0,0,1,1,0,0,26547,905,45,9.0,377,66,0,10,25,4,35,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,117,164,104,7,22,421,69,84,236,267
0,24916,2201,42,8.4,315,82,0,5,28,5,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40743,5468,53,10.6,393,102,1,28,5,39,27,5,1,1,1,8,5,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,104,360,3,126,235,875,119,44,20,107
