blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,blueBaron,blueFirstBaron,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,redBaron,redFirstBaron,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon,blueChamps0,blueChamps1,blueChamps2,blueChamps3,blueChamps4,redChamps0,redChamps1,redChamps2,redChamps3,redChamps4
1,19483,4383,35,7.0,220,52,0,12,10,16,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17119,2209,33,6.6,218,36,1,10,12,10,21,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22,76,133,111,4,236,84,64,89,235
1,18173,1143,33,6.6,217,46,0,9,13,14,40,3,0,0,0,0,0,0,0,0,0,0,1,0,0,19467,1352,34,6.8,221,51,1,13,9,18,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,432,104,61,51,119,3,412,5,24
1,16254,2759,35,7.0,234,72,1,5,6,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16320,3435,36,7.2,224,55,0,6,5,6,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,40,876,24,81,22,120,555,38,8
1,16587,2717,36,7.2,250,82,1,4,0,4,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13819,2034,35,7.0,232,60,0,0,4,0,22,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,201,76,84,22,875,55,64,44,164,429
1,17375,1250,33,6.6,235,48,1,8,6,9,13,10,0,0,0,0,0,0,0,0,1,1,1,0,0,17053,2603,35,7.0,260,48,0,6,8,11,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58,5,517,29,497,64,69,875,202,133
0,15791,3486,36,7.2,193,48,0,7,9,2,15,2,0,0,0,0,0,0,0,0,0,0,1,0,0,17486,1511,37,7.4,220,63,1,9,7,9,14,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,157,84,37,360,104,81,53,74,15,56
1,34462,3992,55,11.0,108,0,1,23,22,58,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,33241,5451,54,10.8,113,0,0,22,23,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,54,555,4,111,113,22,122,236,53
1,17398,2373,36,7.2,261,68,0,6,5,6,16,10,0,0,0,0,0,0,0,0,1,1,1,0,0,16534,3399,35,7.0,206,52,1,5,6,5,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,497,876,114,39,40,84,119,164,28
1,19647,4722,37,7.4,229,49,1,13,4,13,20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,14255,1405,33,6.6,212,40,0,4,13,0,16,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,117,164,104,7,22,421,69,84,236,267
0,15218,2418,33,6.6,200,65,0,3,13,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19962,3522,35,7.0,227,41,1,13,3,19,15,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,104,360,3,126,235,875,119,44,20,107
0,17273,4558,33,6.6,218,48,1,8,5,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15844,1669,33,6.6,220,52,0,5,8,4,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,117,81,164,43,114,51,76,412,236
0,16136,3496,33,6.6,221,46,0,6,11,8,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,19296,3996,38,7.6,267,62,1,11,6,8,26,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,876,126,29,13,497,39,202,104,80,38
0,15506,1399,35,7.0,220,58,0,5,7,5,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16988,1308,36,7.2,239,45,1,7,5,5,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,245,21,24,44,517,164,58,60,875,236
1,17687,2492,34,6.8,211,49,0,11,7,9,21,6,0,0,0,0,0,0,0,0,0,0,1,0,0,17562,3252,35,7.0,246,51,1,7,11,6,18,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,60,238,115,107,80,120,69,22,111,236
0,17853,2233,35,7.0,229,53,1,8,5,16,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16849,2714,35,7.0,245,56,0,5,8,10,16,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,120,3,235,875,58,150,497,29,876,517
1,31548,6673,53,10.6,116,0,1,17,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29974,3434,51,10.2,107,0,0,12,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,43,55,80,37,4,31,9,235,134
1,33995,2835,57,11.4,107,0,0,28,18,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33658,4268,54,10.8,119,0,1,18,28,43,22,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,16,154,246,38,67,7,268,136,98
0,14235,2073,31,6.2,170,36,0,5,12,5,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18688,6068,35,7.0,217,36,1,12,5,14,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,99,350,245,51,54,202,99,517,59
0,32143,2483,55,11.0,101,0,0,22,20,67,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33998,7513,54,10.8,113,0,1,20,22,51,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,111,98,236,85,51,103,235,58,90
1,31199,2664,52,10.4,105,0,1,16,17,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31361,5755,53,10.6,106,0,0,17,16,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,202,114,90,53,36,25,164,121,40
1,35782,4797,58,11.6,120,0,1,32,21,78,77,0,1,0,2,1,1,0,0,0,0,0,0,0,0,32253,2753,54,10.8,78,0,0,21,32,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,134,119,143,30,245,67,21,50,82
0,28504,6744,50,10.0,94,0,0,11,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32391,9841,55,11.0,100,0,1,20,11,62,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,121,63,142,96,53,35,4,77
1,31104,4054,54,10.8,105,0,0,17,23,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33560,4990,54,10.8,110,0,1,23,17,66,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,238,222,44,427,126,53,69,876,40
1,32310,1577,54,10.8,107,0,0,22,23,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34853,4895,55,11.0,124,0,1,23,22,46,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,6,110,63,117,101,107,29,39,876
1,30709,6474,52,10.4,105,0,0,14,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32659,3584,55,11.0,126,0,1,20,14,49,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,516,61,56,81,110,51,39,25,45
0,31815,6695,53,10.6,113,0,1,20,16,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31547,4872,53,10.6,111,0,0,16,20,47,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,43,245,84,76,53,777,90,22,21
0,30673,5565,54,10.8,116,0,0,17,18,33,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31335,3650,54,10.8,111,0,1,18,17,54,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,202,78,163,62,518,20,55,427,15
0,30077,4792,52,10.4,98,0,1,13,22,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32812,7297,54,10.8,111,0,0,22,13,60,28,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,3,96,8,432,45,110,99,101,32
0,34443,4373,57,11.4,108,0,0,26,25,74,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0,34832,4347,55,11.0,116,0,1,25,26,71,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,497,9,42,8,114,28,51,4,202
1,32071,3643,54,10.8,110,0,1,20,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31798,7253,55,11.0,110,0,0,19,20,51,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,24,26,266,518,134,432,143,15,875
1,29938,1723,52,10.4,116,0,1,13,14,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30303,4103,53,10.6,113,0,0,14,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,54,39,157,235,34,20,266,21,267
1,30498,1128,50,10.0,162,16,0,17,19,17,13,1,1,0,2,3,2,0,1,0,0,0,0,0,0,31209,7189,54,10.8,145,36,1,19,17,17,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,51,51,51,53,53,53,53,53
1,24705,4835,50,10.0,143,4,0,10,14,10,10,65,0,0,0,0,0,0,0,0,0,0,0,0,0,29346,1383,51,10.2,199,12,1,14,10,12,110,0,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,235,235,235,235,420,420,420,420,420
