gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragnoType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragnoType,redDragon,redRiftHeralds
4667601010,Win,2936,436,6,1.2,11,4,0,0,0,0,2,0,0,0,[],0,0,0,0,0,0,[],0,0,Fail,2882,382,6,1.2,9,4,0,0,0,0,1,0,0,0,[],0,0,0,0,0,0,[],0,0
4666433276,Win,2950,450,6,1.2,13,4,0,0,1,0,5,0,0,0,[],0,0,0,0,0,0,[],0,0,Fail,3353,853,6,1.2,6,4,1,1,0,1,3,0,0,0,[],0,0,0,0,0,0,[],0,0
4666262683,Win,3314,814,6,1.2,4,3,1,1,0,1,3,1,0,0,[],0,0,0,0,0,0,[],0,0,Fail,2696,196,5,1.0,4,0,0,0,1,0,3,1,0,0,[],0,0,0,0,0,0,[],0,0
4666178940,Win,2818,318,6,1.2,6,4,0,0,1,0,5,1,0,0,[],0,0,0,0,0,0,[],0,0,Fail,3319,819,6,1.2,7,4,1,1,0,0,6,0,0,0,[],0,0,0,0,0,0,[],0,0
4666252180,Win,2873,373,5,1.0,14,0,0,0,0,0,1,0,0,0,[],0,0,0,0,0,0,[],0,0,Fail,2833,333,6,1.2,6,4,0,0,0,0,3,0,0,0,[],0,0,0,0,0,0,[],0,0
4666144894,Win,2922,422,6,1.2,12,4,0,0,0,0,2,1,0,0,[],0,0,0,0,0,0,[],0,0,Fail,2917,417,7,1.4,12,4,0,0,0,0,2,1,0,0,[],0,0,0,0,0,0,[],0,0
4665412578,Fail,2738,238,6,1.2,1,4,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,[],0,0,Win,3057,557,6,1.2,13,8,0,0,0,0,1,0,0,0,[],0,0,0,0,0,0,[],0,0
4665086284,Win,9721,2121,20,4.0,8,0,1,3,4,11,0,0,0,0,[],0,0,0,0,0,0,[],0,0,Fail,9901,2801,20,4.0,9,0,0,4,3,9,0,0,0,0,[],0,0,0,0,0,0,[],0,0
4664899276,Win,2940,440,6,1.2,13,4,0,0,0,0,1,1,0,0,[],0,0,0,0,0,0,[],0,0,Fail,2975,475,6,1.2,13,4,0,0,0,0,2,0,0,0,[],0,0,0,0,0,0,[],0,0
4664639258,Win,3022,522,6,1.2,14,4,0,0,0,0,4,0,0,0,[],0,0,0,0,0,0,[],0,0,Fail,2936,436,6,1.2,10,5,0,0,0,0,4,0,0,0,[],0,0,0,0,0,0,[],0,0
4664126988,Fail,2962,462,6,1.2,9,6,0,0,0,0,3,0,0,0,[],0,0,0,0,0,0,[],0,0,Win,2889,389,6,1.2,9,4,0,0,0,0,1,0,0,0,[],0,0,0,0,0,0,[],0,0
4664071468,Fail,2905,405,6,1.2,10,4,0,0,0,0,2,0,0,0,[],0,0,0,0,0,0,[],0,0,Win,3004,504,6,1.2,14,6,0,0,0,0,4,0,0,0,[],0,0,0,0,0,0,[],0,0
4663925652,Fail,2916,416,6,1.2,12,4,0,0,0,0,2,2,0,0,[],0,0,0,0,0,0,[],0,0,Win,2894,394,6,1.2,8,5,0,0,0,0,2,0,0,0,[],0,0,0,0,0,0,[],0,0
4663033252,Fail,3268,768,5,1.0,6,0,1,1,4,2,4,0,0,0,[],0,0,0,0,0,0,[],0,0,Win,4351,1851,6,1.2,0,3,0,4,1,9,4,0,0,0,[],0,0,0,0,0,0,[],0,0
4662765213,Fail,2929,429,6,1.2,10,6,0,0,0,0,2,0,0,0,[],0,0,0,0,0,0,[],0,0,Win,2903,403,6,1.2,10,4,0,0,0,0,2,0,0,0,[],0,0,0,0,0,0,[],0,0
4662570948,Win,2861,361,6,1.2,8,4,0,0,0,0,2,0,0,0,[],0,0,0,0,0,0,[],0,0,Fail,2875,375,6,1.2,8,4,0,0,0,0,2,0,0,0,[],0,0,0,0,0,0,[],0,0
4662462856,Fail,2918,418,6,1.2,6,8,0,0,0,0,1,0,0,0,[],0,0,0,0,0,0,[],0,0,Win,2875,375,6,1.2,10,4,0,0,0,0,2,0,0,0,[],0,0,0,0,0,0,[],0,0
4658198356,Win,9517,2567,20,4.0,12,0,1,1,1,4,0,0,0,0,[],0,0,0,0,0,0,[],0,0,Fail,9411,2661,20,4.0,12,0,0,1,1,4,0,0,0,0,[],0,0,0,0,0,0,[],0,0
4658185836,Win,9463,2313,20,4.0,8,0,0,2,2,7,0,0,0,0,[],0,0,0,0,0,0,[],0,0,Fail,9733,2483,20,4.0,17,0,1,2,2,6,3,0,0,0,[],0,0,0,0,0,0,[],0,0
4658108047,Fail,2852,377,6,1.2,3,4,0,0,1,0,2,1,0,0,[],0,0,0,0,0,0,[],0,0,Win,3310,810,6,1.2,9,0,1,1,0,1,4,1,0,0,[],0,0,0,0,0,0,[],0,0
4658028049,Fail,10264,3289,20,4.0,12,0,0,5,2,19,5,0,0,0,[],0,0,0,0,0,0,[],0,0,Win,9746,1396,20,4.0,10,0,1,2,5,3,0,0,0,0,[],0,0,0,0,0,0,[],0,0
4658052759,Win,9108,2358,20,4.0,11,0,0,0,0,0,2,0,0,0,[],0,0,0,0,0,0,[],0,0,Fail,9267,2292,20,4.0,15,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,[],0,0
4657443358,Win,9893,2993,20,4.0,13,0,1,3,1,6,14,0,0,0,[],0,0,0,0,0,0,[],0,0,Fail,9295,1810,20,4.0,10,0,0,1,3,4,0,0,0,0,[],0,0,0,0,0,0,[],0,0
