,blueWins,blueChamps,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,blueBaron,blueFirstBaron,redChamps,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,redBaron,redFirstBaron,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon
0,1,"[22, 76, 133, 111, 4]",40010,3125,55,11.0,432,105,0,26,15,33,85,15,1,0,1,4,1,2,1,0,0,1,1,0,0,"[236, 84, 64, 89, 235]",30033,853,48,9.6,423,79,1,15,26,19,44,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,"[54, 432, 104, 61, 51]",45467,1993,62,12.4,603,153,0,17,28,27,130,23,0,0,0,2,1,1,0,0,0,0,2,0,0,"[119, 3, 412, 5, 24]",55737,3183,68,13.6,604,175,1,28,17,52,135,24,1,1,3,7,3,3,1,2,1,3,0,1,1,0,0,0,0,0,1,1,0,1,0
2,1,"[517, 40, 876, 24, 81]",36454,9526,56,11.2,466,135,1,14,11,18,40,13,1,1,2,6,5,0,1,1,1,1,2,0,0,"[22, 120, 555, 38, 8]",31156,1673,53,10.6,472,91,0,11,14,10,38,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,1,"[201, 76, 84, 22, 875]",51129,4029,70,14.0,560,204,1,29,10,69,98,29,0,0,0,4,2,0,2,0,0,2,1,1,0,"[55, 64, 44, 164, 429]",40152,2269,59,11.8,554,123,0,10,29,27,76,21,1,0,1,3,0,2,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
4,1,"[58, 5, 517, 29, 497]",50907,6207,68,13.6,603,124,1,30,21,42,67,49,0,0,0,2,2,0,0,0,1,2,1,1,0,"[64, 69, 875, 202, 133]",46056,1666,62,12.4,593,144,0,21,30,39,100,24,1,0,3,3,0,1,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
5,0,"[157, 84, 37, 360, 104]",46533,1674,66,13.2,498,112,0,26,42,26,52,20,0,0,0,1,0,1,0,0,0,0,1,0,0,"[81, 53, 74, 15, 56]",55515,5371,72,14.4,514,136,1,42,26,63,51,17,1,1,3,8,3,2,3,1,1,4,1,1,1,0,0,0,0,0,2,1,0,1,0
6,1,"[517, 54, 555, 4, 111]",57490,5940,79,15.8,192,0,1,43,34,106,0,0,1,1,2,3,3,0,0,2,0,0,0,0,0,"[113, 22, 122, 236, 53]",50902,52,73,14.6,182,0,0,34,43,90,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,"[29, 497, 876, 114, 39]",52606,3830,69,13.8,709,174,0,25,19,34,65,36,1,0,2,4,2,0,2,0,1,3,2,0,0,"[40, 84, 119, 164, 28]",44282,2460,66,13.2,549,153,1,19,25,32,73,17,0,0,0,3,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
8,1,"[117, 164, 104, 7, 22]",36180,812,52,10.4,379,103,1,25,10,26,38,10,1,0,1,4,1,1,2,0,0,1,1,0,0,"[421, 69, 84, 236, 267]",26547,905,45,9.0,377,66,0,10,25,4,35,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
9,0,"[104, 360, 3, 126, 235]",24916,2201,42,8.4,315,82,0,5,28,5,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"[875, 119, 44, 20, 107]",40743,5468,53,10.6,393,102,1,28,5,39,27,5,1,1,1,8,5,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0
10,0,"[59, 117, 81, 164, 43]",45377,3775,63,12.6,651,149,1,17,19,14,58,33,1,0,1,3,1,1,1,0,0,0,2,0,0,"[114, 51, 76, 412, 236]",48713,5186,68,13.6,616,200,0,19,17,23,108,24,0,0,0,3,2,0,1,0,1,3,0,1,1,0,0,0,0,0,1,1,0,1,0
11,0,"[876, 126, 29, 13, 497]",48158,3321,66,13.2,635,141,0,22,32,41,70,31,0,0,0,0,0,0,0,0,0,1,0,0,0,"[39, 202, 104, 80, 38]",55089,4375,70,14.0,672,192,1,32,22,55,86,30,1,0,1,5,2,1,2,0,1,2,2,0,0,0,1,0,0,0,1,0,1,0,0
12,0,"[245, 21, 24, 44, 517]",44070,3124,64,12.8,635,136,0,14,19,32,69,25,0,0,0,2,0,1,1,0,1,1,0,0,0,"[164, 58, 60, 875, 236]",49272,4415,66,13.2,682,163,1,19,14,23,55,26,1,0,1,6,2,2,2,0,0,2,2,0,0,0,0,1,0,0,0,1,0,1,0
13,1,"[60, 238, 115, 107, 80]",53906,4793,69,13.8,560,214,0,37,14,37,92,41,1,0,3,4,2,1,1,0,0,1,2,1,0,"[120, 69, 22, 111, 236]",42456,2858,60,12.0,616,102,1,14,37,14,74,30,0,0,0,3,1,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0
14,0,"[120, 3, 235, 875, 58]",45944,1612,62,12.4,564,126,1,22,25,40,73,32,1,0,1,2,1,1,0,0,0,1,1,0,0,"[150, 497, 29, 876, 517]",50942,5343,69,13.8,590,182,0,25,22,53,68,23,0,0,0,4,1,1,2,0,1,2,1,1,0,0,1,0,0,0,1,0,1,0,0
15,1,"[110, 43, 55, 80, 37]",51536,9516,77,15.4,196,0,1,38,24,98,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,"[4, 31, 9, 235, 134]",46936,2886,72,14.4,180,0,0,24,38,64,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
