,blueWins,blueChamps,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,blueBaron,blueFirstBaron,redChamps,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,redBaron,redFirstBaron,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon
0,1,"[22, 76, 133, 111, 4]",8365,2155,20,4.0,100,19,0,3,4,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[236, 84, 64, 89, 235]",8818,4273,21,4.2,102,16,1,4,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"[54, 432, 104, 61, 51]",7371,1411,19,3.8,88,20,0,1,6,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[119, 3, 412, 5, 24]",9606,2351,19,3.8,85,24,1,6,1,9,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,"[517, 40, 876, 24, 81]",8121,2661,20,4.0,89,29,1,3,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[22, 120, 555, 38, 8]",7041,1166,19,3.8,77,23,0,1,3,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,"[201, 76, 84, 22, 875]",7566,4091,21,4.2,111,31,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[55, 64, 44, 164, 429]",7077,3027,20,4.0,90,28,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,"[58, 5, 517, 29, 497]",7741,1616,21,4.2,79,20,1,3,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"[64, 69, 875, 202, 133]",7686,3036,20,4.0,108,24,0,1,3,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,"[157, 84, 37, 360, 104]",6238,3188,19,3.8,58,16,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[81, 53, 74, 15, 56]",8686,5486,23,4.6,88,39,1,4,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,"[517, 54, 555, 4, 111]",18374,3504,35,7.0,47,0,1,9,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[113, 22, 122, 236, 53]",18704,3934,35,7.0,46,0,0,11,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,"[29, 497, 876, 114, 39]",8633,4133,22,4.4,100,36,0,3,2,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"[40, 84, 119, 164, 28]",8063,1868,22,4.4,87,20,1,2,3,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,"[117, 164, 104, 7, 22]",8323,3288,21,4.2,87,23,1,3,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[421, 69, 84, 236, 267]",7202,2377,19,3.8,91,24,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,"[104, 360, 3, 126, 235]",7646,2006,20,4.0,79,29,0,2,5,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[875, 119, 44, 20, 107]",8757,1477,20,4.0,81,12,1,5,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,"[59, 117, 81, 164, 43]",7947,897,18,3.6,64,16,1,4,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[114, 51, 76, 412, 236]",7927,3577,18,3.6,79,24,0,3,4,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,"[876, 126, 29, 13, 497]",7536,1536,19,3.8,89,20,0,2,4,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"[39, 202, 104, 80, 38]",9236,861,22,4.4,100,32,1,4,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,"[245, 21, 24, 44, 517]",8165,3040,21,4.2,91,27,0,3,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[164, 58, 60, 875, 236]",8557,2757,21,4.2,88,20,1,4,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,"[60, 238, 115, 107, 80]",8187,2477,19,3.8,74,21,0,4,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[120, 69, 22, 111, 236]",8522,2177,20,4.0,98,20,1,3,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,"[120, 3, 235, 875, 58]",8327,3802,21,4.2,85,27,1,3,1,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[150, 497, 29, 876, 517]",7537,2982,20,4.0,92,30,0,1,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,"[110, 43, 55, 80, 37]",17873,8273,35,7.0,52,0,1,8,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 31, 9, 235, 134]",16416,3421,31,6.2,43,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,"[203, 16, 154, 246, 38]",18742,4242,36,7.2,48,0,0,13,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[67, 7, 268, 136, 98]",18494,3244,35,7.0,57,0,1,8,13,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,"[875, 99, 350, 245, 51]",8174,4054,20,4.0,72,20,0,4,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[54, 202, 99, 517, 59]",8414,1474,17,3.4,74,8,1,5,4,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,"[23, 111, 98, 236, 85]",18503,3358,34,6.8,36,0,0,12,8,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[51, 103, 235, 58, 90]",19061,3511,35,7.0,54,0,1,8,12,15,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,"[498, 202, 114, 90, 53]",17195,1695,35,7.0,42,0,1,5,7,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[36, 25, 164, 121, 40]",17578,4303,35,7.0,45,0,0,7,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,"[61, 134, 119, 143, 30]",19445,7645,35,7.0,52,0,1,14,8,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[245, 67, 21, 50, 82]",17577,1292,34,6.8,37,0,0,8,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,"[12, 25, 121, 63, 142]",16628,6678,33,6.6,39,0,0,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[96, 53, 35, 4, 77]",17540,4740,35,7.0,37,0,1,7,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,"[76, 238, 222, 44, 427]",17230,3680,34,6.8,40,0,0,6,10,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[126, 53, 69, 876, 40]",18373,5563,35,7.0,47,0,1,10,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,"[59, 6, 110, 63, 117]",17923,4473,35,7.0,43,0,0,10,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[101, 107, 29, 39, 876]",18738,3988,35,7.0,58,0,1,10,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,"[112, 516, 61, 56, 81]",17148,5398,34,6.8,38,0,0,6,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[110, 51, 39, 25, 45]",17997,7822,35,7.0,58,0,1,9,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
