,blueWins,blueChamps,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,blueBaron,blueFirstBaron,redChamps,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,redBaron,redFirstBaron,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon
0,1,"[22, 76, 133, 111, 4]",2500,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[236, 84, 64, 89, 235]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"[54, 432, 104, 61, 51]",2500,0,5,1.0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[119, 3, 412, 5, 24]",3020,520,5,1.0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,"[517, 40, 876, 24, 81]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[22, 120, 555, 38, 8]",2500,0,5,1.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,"[201, 76, 84, 22, 875]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[55, 64, 44, 164, 429]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,"[58, 5, 517, 29, 497]",2510,10,5,1.0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[64, 69, 875, 202, 133]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,"[157, 84, 37, 360, 104]",2500,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[81, 53, 74, 15, 56]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,"[517, 54, 555, 4, 111]",7310,310,15,3.0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[113, 22, 122, 236, 53]",7200,500,15,3.0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,"[29, 497, 876, 114, 39]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[40, 84, 119, 164, 28]",2515,15,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,"[117, 164, 104, 7, 22]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[421, 69, 84, 236, 267]",2500,0,5,1.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,"[104, 360, 3, 126, 235]",2500,0,5,1.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[875, 119, 44, 20, 107]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,"[59, 117, 81, 164, 43]",2500,0,5,1.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[114, 51, 76, 412, 236]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,"[876, 126, 29, 13, 497]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[39, 202, 104, 80, 38]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,"[245, 21, 24, 44, 517]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[164, 58, 60, 875, 236]",2500,0,5,1.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,"[60, 238, 115, 107, 80]",2500,0,5,1.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[120, 69, 22, 111, 236]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,"[120, 3, 235, 875, 58]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[150, 497, 29, 876, 517]",2500,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,"[110, 43, 55, 80, 37]",7310,710,15,3.0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 31, 9, 235, 134]",7000,250,15,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,"[203, 16, 154, 246, 38]",7000,200,15,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[67, 7, 268, 136, 98]",7000,100,15,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,"[875, 99, 350, 245, 51]",2550,75,5,1.0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[54, 202, 99, 517, 59]",2500,500,5,1.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,"[23, 111, 98, 236, 85]",7000,25,15,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[51, 103, 235, 58, 90]",7310,510,15,3.0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,"[498, 202, 114, 90, 53]",7000,250,15,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[36, 25, 164, 121, 40]",7000,25,15,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,"[61, 134, 119, 143, 30]",7310,410,15,3.0,0,0,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[245, 67, 21, 50, 82]",7210,210,15,3.0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,"[12, 25, 121, 63, 142]",7010,1510,15,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[96, 53, 35, 4, 77]",7310,610,15,3.0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,"[76, 238, 222, 44, 427]",7000,415,15,3.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[126, 53, 69, 876, 40]",7000,1700,15,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,"[59, 6, 110, 63, 117]",7000,1400,15,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[101, 107, 29, 39, 876]",7000,0,15,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,"[112, 516, 61, 56, 81]",7000,3000,15,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[110, 51, 39, 25, 45]",7000,450,15,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
