blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon
1,28855,3659,43,8.6,324,80,0,17,13,21,62,8,1,0,1,1,0,1,0,0,0,1,1,24406,1906,42,8.4,340,60,1,13,17,17,33,10,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
1,25636,2381,43,8.6,326,80,0,10,14,15,61,6,0,0,0,0,0,0,0,0,0,0,1,27709,3979,42,8.4,342,67,1,14,10,21,69,8,1,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1,24756,2958,45,9.0,343,101,1,8,10,5,26,4,1,0,2,1,1,0,0,0,0,0,1,24088,2738,45,9.0,355,65,0,10,8,9,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,33304,6338,49,9.8,357,67,0,26,7,25,65,10,1,0,2,2,1,0,1,0,1,1,1,22315,2935,41,8.2,296,64,1,7,26,4,56,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,24415,3890,48,9.6,361,114,1,6,1,7,46,11,0,0,0,1,0,0,1,0,0,1,0,21522,1277,43,8.6,356,79,0,1,6,1,38,9,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
1,24537,2725,44,8.8,348,65,1,11,12,12,28,17,0,0,0,0,0,0,0,0,1,2,1,26418,2923,44,8.8,378,72,0,12,11,23,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,25501,2820,47,9.4,286,64,0,14,17,6,24,5,0,0,0,1,0,1,0,0,0,0,1,26966,4081,46,9.2,292,76,1,17,14,21,25,3,1,0,3,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0
1,50082,2717,70,14.0,160,0,1,33,32,79,0,0,1,1,2,3,3,0,0,1,0,0,0,47157,6992,70,14.0,174,0,0,32,33,84,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26279,4004,45,9.0,395,91,0,9,7,9,26,17,1,0,2,1,1,0,0,0,1,1,1,22910,2155,44,8.8,303,80,1,7,9,10,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,30173,4985,48,9.6,348,73,1,20,9,21,32,9,1,0,1,2,0,1,1,0,0,1,1,23340,3940,42,8.4,330,64,0,9,20,3,26,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,21544,3139,40,8.0,291,81,0,4,25,3,22,5,0,0,0,0,0,0,0,0,0,0,0,34687,7918,48,9.6,351,67,1,25,4,34,25,3,1,1,1,5,3,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,0
0,24924,4215,43,8.6,360,72,1,10,9,8,23,11,0,0,0,0,0,0,0,0,0,0,1,24209,7259,44,8.8,341,88,0,9,10,6,49,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0,24527,2102,44,8.8,326,65,0,11,17,15,28,11,0,0,0,0,0,0,0,0,0,0,0,30208,5072,47,9.4,378,90,1,17,11,17,43,8,1,0,1,2,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
0,23273,1623,40,8.0,287,69,1,8,28,11,26,6,0,0,0,0,0,0,0,0,0,0,0,34057,4939,48,9.6,367,91,0,28,8,37,49,7,1,0,3,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,22444,3561,42,8.4,323,74,0,7,12,8,25,5,0,0,0,0,0,0,0,0,1,1,0,26296,3193,45,9.0,365,49,1,12,7,10,20,7,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,28222,3822,45,9.0,325,90,0,17,9,13,43,16,1,0,3,1,0,0,1,0,0,0,1,24169,1376,41,8.2,351,66,1,9,17,9,35,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
0,26568,4775,46,9.2,338,66,1,13,8,20,35,7,1,0,1,1,0,1,0,0,0,0,1,24007,3382,43,8.6,345,80,0,8,13,14,29,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0
1,44044,4149,68,13.6,167,0,1,29,22,72,0,0,0,0,0,0,0,0,0,0,0,0,0,42491,5501,67,13.4,160,0,0,22,29,60,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36795,2660,60,12.0,116,0,0,31,22,83,0,0,0,0,0,0,0,0,0,0,0,0,0,36537,5382,59,11.8,127,0,1,22,31,48,25,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19168,1913,40,8.0,250,45,0,6,17,6,20,4,0,0,0,0,0,0,0,0,0,0,0,27006,6441,43,8.6,315,57,1,17,6,20,36,8,1,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0,44684,5249,68,13.6,146,0,0,32,31,92,49,0,0,0,0,1,1,0,0,0,0,0,0,44625,1880,69,13.8,164,0,1,31,32,72,0,0,1,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45187,10304,70,14.0,162,0,1,29,23,85,28,0,1,1,2,2,2,0,0,1,0,0,0,41189,2223,66,13.2,148,0,0,23,29,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48778,7788,72,14.4,173,0,1,45,30,107,111,0,1,1,2,2,2,0,0,1,0,0,0,44051,4796,70,14.0,124,0,0,30,45,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35720,6675,58,11.6,124,0,0,14,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,41966,12716,67,13.4,134,0,1,30,14,92,0,0,1,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43573,6648,68,13.6,156,0,0,27,35,69,46,0,0,0,0,1,1,0,0,0,0,0,0,46053,4183,70,14.0,155,0,1,35,27,104,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46967,6784,72,14.4,173,0,0,35,33,94,0,0,0,0,0,2,2,0,0,0,0,0,0,46443,1950,69,13.8,168,0,1,33,35,62,0,0,1,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42592,2192,67,13.4,148,0,0,24,32,52,0,0,0,0,0,1,1,0,0,0,0,0,0,45628,5245,69,13.8,189,0,1,32,24,65,0,0,1,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43975,2730,68,13.6,153,0,1,31,27,72,33,0,0,0,0,1,1,0,0,0,0,0,0,43931,5801,69,13.8,165,0,0,27,31,67,6,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
