blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon
0,8829,3149,22,4.4,108,20,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,7548,2098,21,4.2,97,24,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7880,2620,22,4.4,98,28,1,2,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7526,3926,19,3.8,89,29,0,1,2,2,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18818,1848,36,7.2,45,0,1,12,9,35,14,0,0,0,0,0,0,0,0,0,0,0,0,18488,3738,35,7.0,53,0,0,9,12,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18089,4294,35,7.0,43,0,0,9,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,19888,1753,36,7.2,54,0,1,12,9,29,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8122,647,20,4.0,84,24,1,3,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,7328,2473,21,4.2,69,18,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8645,4335,21,4.2,65,32,0,5,6,3,5,1,0,0,0,0,0,0,0,0,0,0,0,9630,4330,20,4.0,93,16,1,6,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7481,1106,19,3.8,77,16,1,2,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,8642,1217,22,4.4,90,34,0,4,2,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8618,1433,21,4.2,96,22,1,4,3,2,15,1,0,0,0,0,0,0,0,0,0,0,0,8328,2528,21,4.2,101,22,0,3,4,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7764,2864,21,4.2,83,24,0,2,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,9029,2254,22,4.4,101,24,1,4,2,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8778,4268,20,4.0,95,23,1,4,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,7050,3075,20,4.0,78,20,0,1,4,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8231,1521,21,4.2,97,24,0,3,6,3,6,2,0,0,0,0,0,0,0,0,0,0,0,9077,2427,20,4.0,78,36,1,6,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7638,3763,23,4.6,95,32,0,1,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,7997,2847,19,3.8,95,23,1,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8087,3437,19,3.8,82,20,0,3,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,8489,3764,21,4.2,87,36,1,3,3,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7953,2053,19,3.8,78,17,0,4,2,3,7,1,0,0,0,0,0,0,0,0,0,0,0,7889,3914,19,3.8,89,24,1,2,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6683,3208,20,4.0,80,16,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7945,3845,23,4.6,101,29,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6886,1511,20,4.0,85,25,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8663,873,19,3.8,85,23,1,4,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7312,1942,20,4.0,92,28,0,1,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,7877,3627,21,4.2,86,25,1,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7676,2426,19,3.8,75,20,0,3,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,9777,5402,22,4.4,104,27,1,6,3,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7694,1999,21,4.2,98,26,0,2,3,0,7,2,0,0,0,0,0,0,0,0,0,0,0,8234,2314,20,4.0,78,26,1,3,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8926,1601,20,4.0,81,19,1,5,4,5,8,1,0,0,0,0,0,0,0,0,0,0,0,8464,1189,20,4.0,82,21,0,4,5,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7558,4008,22,4.4,107,34,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,7371,4221,22,4.4,108,24,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8218,3463,20,4.0,94,20,1,3,2,4,8,1,0,0,0,0,0,0,0,0,0,0,0,7714,3964,20,4.0,78,28,0,2,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7404,3129,21,4.2,94,23,0,1,3,1,17,2,0,0,0,0,0,0,0,0,0,0,0,8201,4626,22,4.4,103,28,1,3,1,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7454,3204,18,3.6,73,24,0,2,3,4,6,1,0,0,0,0,0,0,0,0,0,0,0,8097,1897,20,4.0,77,21,1,3,2,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8087,2812,20,4.0,81,28,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,8161,1881,21,4.2,79,27,1,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7692,3042,21,4.2,99,28,0,1,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,8499,2959,21,4.2,101,27,1,3,1,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7954,3004,21,4.2,102,20,1,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,7133,3133,21,4.2,91,28,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7420,2075,21,4.2,91,26,0,1,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,8341,706,22,4.4,102,32,1,2,1,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7881,916,19,3.8,70,28,0,3,5,3,14,1,0,0,0,0,0,0,0,0,0,0,0,8494,2569,21,4.2,67,20,1,5,3,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8426,3416,20,4.0,79,17,1,4,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,7191,2101,20,4.0,70,22,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7197,2737,19,3.8,98,22,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,7870,3525,21,4.2,101,28,1,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8957,4332,20,4.0,84,20,0,5,4,5,8,2,0,0,0,0,0,0,0,0,0,0,0,9163,2988,20,4.0,90,16,1,4,5,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7848,3798,19,3.8,96,16,1,2,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,6773,3593,19,3.8,91,20,0,0,2,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8194,3144,21,4.2,97,24,0,2,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,7993,2743,20,4.0,94,27,1,2,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6936,2811,21,4.2,97,23,0,0,7,0,5,1,0,0,0,0,0,0,0,0,0,0,0,9961,4576,22,4.4,96,29,1,7,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8612,512,19,3.8,86,21,1,4,4,6,8,1,0,0,0,0,0,0,0,0,0,0,0,8680,3130,20,4.0,93,18,0,4,4,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8516,4116,22,4.4,89,28,1,3,1,4,8,3,0,0,0,0,0,0,0,0,0,0,0,7790,3215,21,4.2,110,24,0,1,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8682,2462,21,4.2,87,20,1,4,3,4,21,0,0,0,0,0,0,0,0,0,0,0,0,8933,4308,21,4.2,98,32,0,3,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7282,3457,19,3.8,92,18,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6909,3384,20,4.0,99,14,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17460,2660,34,6.8,47,0,1,7,10,21,17,0,0,0,0,0,0,0,0,0,0,0,0,18139,4839,36,7.2,47,0,0,10,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18689,2189,35,7.0,39,0,1,10,15,23,1,0,0,0,0,0,0,0,0,0,0,0,0,19257,4742,37,7.4,48,0,0,15,10,46,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17411,2341,33,6.6,40,0,0,8,11,14,14,0,0,0,0,0,0,0,0,0,0,0,0,19710,5870,36,7.2,52,0,1,11,8,28,14,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20747,4482,38,7.6,32,0,0,17,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,19659,2759,36,7.2,37,0,1,15,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17566,5291,35,7.0,48,0,1,8,5,25,2,0,0,0,0,0,0,0,0,0,0,0,0,17142,7757,35,7.0,48,0,0,5,8,17,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8435,2785,20,4.0,94,28,1,3,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,7331,1381,20,4.0,109,28,0,0,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6813,2513,20,4.0,79,25,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7714,1839,20,4.0,93,21,1,2,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8599,5224,22,4.4,90,40,1,2,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,7389,2374,21,4.2,104,28,0,0,2,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7627,2802,20,4.0,93,24,0,1,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,8966,3981,22,4.4,86,22,1,5,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8428,568,19,3.8,81,20,1,4,3,3,6,2,0,0,0,0,0,0,0,0,0,0,0,7770,1545,20,4.0,78,26,0,3,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8463,3038,22,4.4,95,20,0,4,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,8471,3171,21,4.2,93,20,1,4,4,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7421,3521,19,3.8,84,28,0,2,4,0,7,3,0,0,0,0,0,0,0,0,0,0,0,8289,2154,20,4.0,74,16,1,4,2,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18481,4581,35,7.0,46,0,1,11,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,18464,4089,35,7.0,33,0,0,11,11,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17615,4340,36,7.2,35,0,0,8,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,18062,1427,35,7.0,38,0,1,10,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17545,8960,35,7.0,57,0,1,6,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15958,3783,32,6.4,40,0,0,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9361,2936,22,4.4,107,28,1,5,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,7588,1988,19,3.8,85,27,0,1,5,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18470,5305,35,7.0,50,0,0,9,16,24,9,0,0,0,0,0,0,0,0,0,0,0,0,20650,4450,38,7.6,53,0,1,16,9,48,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18741,2691,36,7.2,45,0,0,12,17,24,2,0,0,0,0,0,0,0,0,0,0,0,0,20119,4794,38,7.6,54,0,1,17,12,36,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8030,1940,21,4.2,101,22,0,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,7619,2769,21,4.2,84,22,1,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7523,1448,20,4.0,87,28,0,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7889,2849,21,4.2,102,24,1,2,2,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8225,1075,21,4.2,76,28,0,3,3,3,7,1,0,0,0,0,0,0,0,0,0,0,0,8675,1950,21,4.2,93,36,1,3,3,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9820,920,21,4.2,81,26,1,7,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,8938,1813,20,4.0,90,16,0,6,7,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
