blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon
1,76962,5979,90,18.0,326,0,1,52,53,108,12,0,0,0,0,4,4,0,0,2,0,0,0,73990,5870,90,18.0,277,0,0,53,52,126,0,0,1,1,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,79351,1738,90,18.0,331,96,0,56,57,86,36,7,1,0,2,4,3,0,1,1,0,0,1,80043,3958,89,17.8,370,110,1,57,56,56,32,6,0,1,0,7,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1,68148,5573,89,17.8,384,57,0,40,24,64,30,149,0,1,0,8,4,2,2,3,1,1,0,61499,141,85,17.0,494,29,1,24,40,25,259,4,1,0,3,7,3,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,50903,2030,71,14.2,721,175,0,15,15,19,115,34,0,0,0,1,0,1,0,0,0,2,1,52604,4078,69,13.8,731,216,1,15,15,27,76,41,1,1,3,10,6,2,2,1,1,2,1,0,1,1,0,0,1,1,0,0,0
0,39310,2460,59,11.8,582,109,0,11,25,19,112,23,0,0,0,2,0,2,0,0,1,1,1,47635,4410,63,12.6,579,181,1,25,11,32,75,15,1,1,1,6,2,1,3,1,0,2,1,0,1,0,0,0,0,0,1,1,0
0,46438,1613,63,12.6,586,136,1,19,37,38,85,30,0,0,0,2,1,0,1,0,0,0,0,56443,4623,71,14.2,638,174,0,37,19,53,90,27,1,0,3,4,2,1,1,0,1,4,2,0,0,0,0,0,1,2,1,0,0
1,79966,10481,90,18.0,333,0,0,56,43,122,3,0,0,1,0,3,3,0,0,2,0,0,0,76319,3209,90,18.0,328,0,1,43,56,78,0,0,1,0,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,62196,1965,89,17.8,219,0,0,48,63,118,58,0,0,0,0,1,1,0,0,0,0,0,0,67660,9780,90,18.0,225,0,1,63,48,136,58,0,1,1,2,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,72992,3522,90,18.0,287,0,0,54,64,119,0,0,0,0,0,0,0,0,0,1,0,0,0,76104,6411,90,18.0,300,0,1,64,54,169,5,0,1,1,2,6,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55654,3334,81,16.2,216,0,0,34,57,61,3,0,0,0,0,1,1,0,0,0,0,0,0,61065,2815,85,17.0,188,0,1,57,34,124,0,0,1,1,2,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51720,5370,76,15.2,180,0,1,36,30,92,3,0,1,1,2,3,3,0,0,1,0,0,0,47615,2532,73,14.6,191,0,0,30,36,68,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56224,5416,68,13.6,561,184,1,40,23,68,37,22,1,0,3,8,5,1,2,1,1,3,2,45447,396,65,13.0,562,128,0,23,40,30,50,10,0,1,0,2,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
1,47440,1167,69,13.8,725,210,0,9,16,13,114,35,1,0,3,3,1,1,1,0,0,1,0,51569,2053,71,14.2,706,178,1,16,9,23,107,41,0,0,0,6,2,2,2,0,1,3,2,0,0,0,1,0,1,0,1,1,0
0,40081,2183,63,12.6,576,162,1,13,27,19,109,17,0,0,0,0,0,0,0,0,1,1,0,50137,6641,71,14.2,669,161,0,27,13,28,54,34,1,1,3,7,3,1,3,1,0,2,2,0,0,1,0,0,1,0,0,1,0
0,55761,3635,69,13.8,715,221,1,22,28,24,87,35,0,0,0,3,2,1,0,0,1,3,2,58577,2606,78,15.6,680,173,0,28,22,63,109,43,1,0,3,5,1,2,2,0,0,1,0,1,1,1,0,0,0,1,0,0,0
1,53419,5628,68,13.6,597,181,1,31,15,58,122,31,1,1,1,9,4,2,3,2,1,3,1,42196,2821,62,12.4,578,115,0,15,31,29,192,36,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
1,52666,7383,77,15.4,163,0,1,47,33,121,44,0,1,1,2,4,4,0,0,1,0,0,0,47818,2558,73,14.6,186,0,0,33,47,71,49,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42504,1354,66,13.2,148,0,0,28,42,75,0,0,0,0,0,0,0,0,0,0,0,0,0,47683,4948,70,14.0,159,0,1,42,28,88,0,0,1,1,2,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45221,6842,61,12.2,520,150,1,20,18,28,48,12,1,1,2,6,4,1,1,2,1,3,1,35028,1538,59,11.8,414,95,0,18,20,17,119,9,0,0,0,4,1,0,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0
1,55415,3491,72,14.4,542,133,0,40,45,35,40,16,0,0,0,0,0,0,0,0,0,0,0,62897,6879,77,15.4,551,199,1,45,40,56,94,8,1,1,3,8,3,3,2,2,1,3,1,0,0,0,0,0,1,1,1,0,0
0,56111,3533,76,15.2,691,88,1,30,34,51,69,34,0,0,0,0,0,0,0,0,0,0,1,60295,2458,73,14.6,626,245,0,34,30,40,113,37,1,1,3,12,5,4,3,4,1,4,1,0,0,0,0,0,1,2,0,1,0
1,51233,4845,66,13.2,549,172,1,36,21,41,136,28,1,0,3,4,3,0,1,0,0,1,2,41183,2653,61,12.2,536,92,0,21,36,33,76,18,0,1,0,2,0,1,1,1,1,2,0,0,1,0,0,0,1,0,0,1,0
0,31997,542,52,10.4,397,82,0,13,23,16,40,7,0,0,0,1,0,1,0,0,0,0,0,45191,3708,58,11.6,564,150,1,23,13,21,44,14,1,1,3,10,5,2,3,2,1,2,2,0,0,0,0,0,0,0,1,1,0
1,61988,3563,74,14.8,665,218,1,39,31,52,130,41,0,0,0,6,2,1,3,0,0,2,1,58389,3944,74,14.8,572,164,0,31,39,65,149,35,1,0,1,3,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
0,53194,2890,74,14.8,733,155,0,25,42,29,73,40,0,0,0,0,0,0,0,0,1,1,0,65248,8626,80,16.0,702,236,1,42,25,38,93,41,1,1,3,9,3,3,3,3,0,2,1,0,0,0,1,0,1,0,1,0,0
1,44159,6299,63,12.6,483,146,0,33,12,36,43,24,0,1,0,3,2,1,0,1,1,3,2,33686,4777,53,10.6,465,84,1,12,33,11,78,6,1,0,2,4,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
0,37813,1320,55,11.0,444,71,0,18,25,23,51,17,0,0,0,2,0,1,1,0,1,3,1,51066,7581,66,13.2,581,208,1,25,18,31,57,24,1,0,3,8,3,3,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0
1,41915,1582,62,12.4,536,148,0,22,6,19,45,14,1,0,2,6,2,2,2,0,0,1,2,31874,2849,53,10.6,478,107,1,6,22,11,124,10,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1,0,0
0,28617,1982,50,10.0,366,100,0,9,26,10,37,12,0,0,0,0,0,0,0,0,0,0,0,39594,6657,59,11.8,480,136,1,26,9,24,32,16,1,0,1,5,2,2,1,0,1,2,1,0,0,0,0,0,1,0,0,1,0
1,44150,6175,58,11.6,456,116,0,24,23,34,41,21,0,0,0,2,1,1,0,0,0,1,1,37932,1072,52,10.4,420,101,1,23,24,32,69,11,1,0,3,2,1,0,1,0,1,2,1,0,0,0,1,0,1,0,1,0,0
1,59057,3396,76,15.2,719,219,0,29,20,42,113,27,1,0,1,5,2,2,1,0,1,3,1,56516,3578,73,14.6,711,185,1,20,29,25,68,26,0,0,0,6,2,1,3,0,0,1,1,1,0,0,2,0,0,0,1,0,0
0,54552,417,72,14.4,589,108,0,29,58,45,64,17,0,0,0,0,0,0,0,0,0,1,0,72529,471,79,15.8,598,243,1,58,29,93,72,24,1,1,1,9,3,3,3,4,1,2,2,0,0,0,1,0,1,0,1,0,0
0,54592,2099,72,14.4,697,179,0,20,28,23,85,27,0,0,0,5,2,2,1,0,1,1,2,60439,2618,76,15.2,712,228,1,28,20,56,75,35,1,1,3,6,3,2,1,1,0,2,0,0,0,0,1,0,1,1,0,0,0
1,57323,9473,72,14.4,614,160,1,38,24,42,51,29,1,1,3,5,3,0,2,1,0,0,2,45150,1325,64,12.8,531,125,0,24,38,33,62,19,0,0,0,5,2,1,2,0,1,3,0,0,0,0,0,0,0,1,1,1,0
1,64171,6236,76,15.2,674,225,0,40,18,64,88,23,0,1,0,5,3,1,1,1,0,2,2,46814,2601,67,13.4,633,130,1,18,40,30,96,21,1,0,3,5,2,1,2,1,1,1,0,1,0,1,0,0,0,1,0,0,0
1,35771,8386,52,10.4,401,122,1,22,6,24,33,11,1,0,1,3,1,2,0,0,0,0,1,24117,1517,44,8.8,337,76,0,6,22,10,28,9,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0,28492,3362,50,10.0,404,109,0,6,29,7,88,10,0,0,0,0,0,0,0,0,0,0,1,43607,9432,59,11.8,487,118,1,29,6,45,92,9,1,1,3,9,5,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0
1,56987,6137,74,14.8,621,201,0,29,25,55,117,41,0,1,0,4,2,1,1,1,0,2,0,50241,1833,66,13.2,582,145,1,25,29,45,214,38,1,0,1,8,5,1,2,0,1,1,2,1,0,1,0,0,0,1,0,0,0
1,34723,3798,54,10.8,431,102,0,20,14,22,36,10,1,0,2,2,1,1,0,0,1,2,1,29619,2293,50,10.0,396,80,1,14,20,15,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,23849,2244,46,9.2,330,79,0,6,26,6,27,10,0,0,0,0,0,0,0,0,0,0,0,34281,6021,52,10.4,390,116,1,26,6,19,68,8,1,0,1,4,0,2,2,0,1,2,1,0,0,0,0,0,1,0,0,1,0
1,51421,3953,65,13.0,525,124,1,32,27,46,61,19,0,1,0,5,2,3,0,1,1,1,1,49704,3249,66,13.2,509,161,0,27,32,42,48,17,1,0,1,9,3,2,4,1,0,1,1,0,0,1,0,0,0,1,0,0,0
0,47670,2727,66,13.2,623,172,0,17,35,35,106,21,0,0,0,1,0,1,0,0,0,1,0,63132,3559,76,15.2,662,205,1,35,17,70,116,39,1,1,1,11,4,3,4,1,1,3,2,0,0,1,0,0,1,1,1,0,0
0,39960,1570,63,12.6,541,140,0,12,34,16,114,16,0,0,0,1,0,1,0,0,0,1,0,54480,3755,72,14.4,577,228,1,34,12,37,64,44,1,0,3,5,2,1,2,0,1,3,2,0,0,1,0,0,1,0,1,1,0
1,54011,5743,71,14.2,528,156,1,31,29,45,66,25,1,1,3,5,4,0,1,1,1,4,2,50407,5254,68,13.6,536,153,0,29,31,39,62,16,0,0,0,6,3,1,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0
1,59808,6754,78,15.6,765,196,0,26,10,32,113,38,0,0,0,6,3,2,1,1,1,5,1,48409,2660,72,14.4,745,164,1,10,26,18,90,23,1,1,1,4,0,1,3,1,0,0,1,1,1,2,0,1,0,0,0,0,0
0,57468,5822,72,14.4,722,200,0,27,33,24,86,44,1,0,1,4,1,2,1,0,1,2,1,62084,6137,76,15.2,695,222,1,33,27,63,84,43,0,0,0,4,2,1,1,0,0,2,1,0,1,0,1,0,2,0,0,0,0
0,45468,2618,64,12.8,597,138,1,14,32,26,156,32,0,0,0,0,0,0,0,0,0,0,2,53887,6187,68,13.6,625,159,0,32,14,64,170,42,1,1,1,9,5,2,2,1,1,4,0,0,0,0,0,0,2,0,1,1,0
1,60721,7771,75,15.0,624,191,0,29,28,58,153,37,1,1,3,9,5,2,2,1,1,2,2,51264,469,68,13.6,618,141,1,28,29,79,102,44,0,0,0,2,1,0,1,0,0,2,0,0,1,0,1,0,0,0,1,1,0
0,44030,2422,63,12.6,589,126,0,19,38,23,58,33,0,0,0,2,0,1,1,0,0,0,0,58304,7544,73,14.6,623,206,1,38,19,49,106,30,1,1,3,9,4,2,3,1,1,4,2,0,0,0,0,0,0,1,2,1,0
0,55352,2202,66,13.2,616,158,1,29,33,51,124,38,1,0,1,7,2,3,2,0,1,2,2,59115,7180,72,14.4,647,148,0,33,29,78,77,45,0,1,0,6,5,1,0,3,0,2,0,1,0,0,1,0,1,0,1,0,0
1,32240,4590,50,10.0,381,75,1,22,7,27,37,14,1,0,1,2,0,1,1,0,1,2,1,24953,2318,46,9.2,378,88,0,7,22,6,58,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,40552,1167,59,11.8,567,119,1,11,25,18,147,20,1,0,3,2,0,1,1,0,0,0,1,48214,5504,66,13.2,568,184,0,25,11,37,66,20,0,0,0,4,2,1,1,0,1,3,1,0,0,0,0,0,1,1,0,1,0
0,27901,1501,49,9.8,436,77,1,9,14,10,37,14,0,0,0,0,0,0,0,0,1,1,1,34298,5673,55,11.0,511,91,0,14,9,24,48,11,1,0,3,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,61755,6405,86,17.2,232,0,1,38,46,90,65,0,1,1,2,2,2,0,0,2,0,0,0,60128,2928,87,17.4,221,0,0,46,38,123,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75771,7271,90,18.0,300,0,1,51,78,84,11,0,0,0,0,2,2,0,0,0,0,0,0,81411,5536,90,18.0,309,0,0,78,51,218,51,0,1,1,2,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48162,3804,74,14.8,180,0,0,35,44,68,44,0,0,0,0,1,1,0,0,0,0,0,0,52745,8135,76,15.2,180,0,1,44,35,107,44,0,1,1,2,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,65486,5578,88,17.6,193,0,0,56,50,156,1,0,1,0,2,3,3,0,0,1,0,0,0,60460,3869,86,17.2,218,0,1,50,56,111,0,0,0,1,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,84701,7626,90,18.0,448,0,1,53,65,120,6,51,1,0,2,2,2,0,0,1,0,0,0,88643,8093,90,18.0,310,0,0,65,53,149,300,2,0,1,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36258,1645,54,10.8,421,99,1,15,34,21,57,20,0,0,0,1,0,0,1,0,0,0,1,51546,5951,64,12.8,566,182,0,34,15,52,77,30,1,0,3,6,3,2,1,0,1,3,1,0,0,0,0,0,1,0,1,1,0
0,36305,3472,57,11.4,510,108,0,11,26,20,101,16,0,0,0,0,0,0,0,0,0,1,1,46671,3453,65,13.0,585,134,1,26,11,37,60,29,1,0,2,4,1,1,2,0,1,2,1,0,0,1,0,0,1,0,0,1,0
1,55252,5582,74,14.8,689,191,1,21,14,37,226,41,0,1,0,4,3,0,1,1,1,2,1,52981,4130,70,14.0,721,197,0,14,21,29,242,27,1,0,1,4,1,2,1,0,0,2,1,0,0,1,1,0,2,0,0,0,0
0,44600,4441,63,12.6,489,84,0,22,54,31,52,6,0,0,0,0,0,0,0,0,1,1,0,57313,5257,68,13.6,492,95,1,54,22,59,40,15,1,1,3,11,5,3,3,3,0,1,1,0,0,1,0,0,0,0,0,1,0
0,30532,2744,50,10.0,410,106,1,11,24,13,52,15,0,0,0,0,0,0,0,0,1,2,0,37632,4499,55,11.0,451,106,0,24,11,33,64,13,1,0,2,4,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0
0,58728,2635,73,14.6,659,185,0,29,22,53,138,41,1,1,1,6,3,2,1,1,1,4,1,53462,2355,71,14.2,698,150,1,22,29,33,569,36,0,0,0,4,1,2,1,0,0,1,1,1,0,3,0,0,0,0,0,1,0
0,54089,5574,72,14.4,606,159,0,31,39,22,55,33,0,0,0,1,0,1,0,0,0,1,0,58931,2577,70,14.0,597,136,1,39,31,53,107,27,1,1,3,10,4,3,3,4,1,2,2,1,0,0,0,0,0,1,0,1,0
1,69123,7262,90,18.0,231,0,1,65,51,147,0,1,1,1,2,2,2,0,0,2,0,0,0,64538,4960,89,17.8,242,0,0,51,65,79,22,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55128,2473,84,16.8,194,0,0,36,54,79,0,0,0,0,0,0,0,0,0,0,0,0,0,62162,6902,89,17.8,199,0,1,54,36,112,0,0,1,1,2,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,73381,4391,90,18.0,282,0,1,57,44,138,0,0,1,1,2,2,2,0,0,2,0,0,0,68446,2771,90,18.0,274,0,0,44,57,111,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,34315,2682,51,10.2,415,104,1,22,7,25,92,10,1,0,1,2,0,1,1,0,1,2,1,25962,2302,47,9.4,378,94,0,7,22,9,23,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,61032,4572,88,17.6,223,0,0,58,51,132,40,0,0,1,0,3,3,0,0,2,0,0,0,59219,2903,84,16.8,203,0,1,51,58,122,0,0,1,0,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58700,1680,85,17.0,233,0,0,46,56,85,36,7,1,0,2,1,1,0,0,0,0,0,0,63092,9699,88,17.6,234,0,1,56,46,123,124,0,0,1,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29604,904,49,9.8,423,73,0,10,31,14,35,6,0,0,0,1,0,1,0,0,0,0,0,43568,4485,59,11.8,450,138,1,31,10,34,41,6,1,1,2,8,4,1,3,1,1,2,2,0,0,0,0,0,0,1,0,1,0
1,59377,4830,77,15.4,660,209,0,32,24,50,113,33,1,0,2,4,2,1,1,0,1,2,2,57569,4381,75,15.0,749,185,1,24,32,25,140,31,0,0,0,5,3,1,1,0,0,2,0,0,1,0,1,0,0,1,1,0,0
1,59482,4424,73,14.6,553,178,0,41,23,76,64,19,0,1,0,7,4,1,2,2,1,3,0,50162,2371,66,13.2,554,181,1,23,41,32,125,21,1,0,1,4,1,1,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0
1,39097,9372,54,10.8,417,97,1,31,14,39,32,13,1,0,3,4,1,2,1,0,1,1,1,28111,2233,47,9.4,365,83,0,14,31,9,38,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
